mun_res,year_notif,mon_notif,cases
230470,2011,3,2
230533,2011,3,1
230590,2011,3,1
230730,2011,3,1
230765,2011,3,2
230810,2011,3,3
230830,2011,3,1
230837,2011,3,1
230890,2011,3,1
231100,2011,3,1
231110,2011,3,1
231195,2011,3,1
231200,2011,3,1
231280,2011,3,1
231290,2011,3,4
231330,2011,3,1
231340,2011,3,1
231410,2011,3,2
240370,2011,3,1
240800,2011,3,1
240810,2011,3,5
241200,2011,3,1
241260,2011,3,1
250400,2011,3,1
251620,2011,3,1
261040,2011,3,1
261110,2011,3,1
270255,2011,3,1
270600,2011,3,1
270720,2011,3,1
270840,2011,3,1
280210,2011,3,1
290170,2011,3,1
290320,2011,3,1
290360,2011,3,1
290390,2011,3,1
290485,2011,3,2
290590,2011,3,1
290620,2011,3,5
290860,2011,3,1
291080,2011,3,1
291190,2011,3,1
291290,2011,3,2
291330,2011,3,1
291380,2011,3,1
291400,2011,3,1
291430,2011,3,1
291470,2011,3,2
291500,2011,3,1
291720,2011,3,2
291800,2011,3,1
291835,2011,3,1
291840,2011,3,1
291930,2011,3,3
291980,2011,3,1
292030,2011,3,1
292060,2011,3,1
292170,2011,3,2
292205,2011,3,1
292320,2011,3,1
292450,2011,3,1
292730,2011,3,4
292740,2011,3,3
293020,2011,3,1
293075,2011,3,1
293077,2011,3,1
293240,2011,3,1
310110,2011,3,1
310620,2011,3,14
310670,2011,3,2
310730,2011,3,1
311000,2011,3,1
311840,2011,3,2
311860,2011,3,4
312610,2011,3,1
312770,2011,3,1
312980,2011,3,1
313120,2011,3,3
313505,2011,3,1
313510,2011,3,1
313520,2011,3,1
313560,2011,3,1
313630,2011,3,1
314270,2011,3,1
314310,2011,3,1
314330,2011,3,3
314370,2011,3,1
314480,2011,3,1
314655,2011,3,1
314700,2011,3,2
315140,2011,3,1
315430,2011,3,1
315460,2011,3,4
315780,2011,3,2
316245,2011,3,1
316970,2011,3,1
317020,2011,3,1
317040,2011,3,2
317080,2011,3,1
320400,2011,3,2
350010,2011,3,1
350580,2011,3,1
350600,2011,3,6
351440,2011,3,1
351700,2011,3,1
351880,2011,3,1
352044,2011,3,1
352160,2011,3,1
353540,2011,3,1
353600,2011,3,1
353730,2011,3,1
354660,2011,3,1
355030,2011,3,1
355510,2011,3,1
500070,2011,3,1
500110,2011,3,1
500220,2011,3,2
500260,2011,3,1
500270,2011,3,10
500320,2011,3,1
500330,2011,3,4
500560,2011,3,1
500630,2011,3,1
500730,2011,3,2
500830,2011,3,1
510340,2011,3,1
510700,2011,3,2
510760,2011,3,4
520870,2011,3,3
521740,2011,3,1
530010,2011,3,2
140070,2011,4,1
150010,2011,4,2
150020,2011,4,1
150120,2011,4,1
150130,2011,4,1
150140,2011,4,3
150190,2011,4,2
150210,2011,4,1
150240,2011,4,1
150270,2011,4,1
150275,2011,4,2
150307,2011,4,3
150330,2011,4,4
150420,2011,4,1
150470,2011,4,1
150497,2011,4,1
150613,2011,4,1
150720,2011,4,1
150745,2011,4,1
150795,2011,4,1
150800,2011,4,4
150810,2011,4,2
150812,2011,4,1
170030,2011,4,1
170210,2011,4,19
170220,2011,4,3
170230,2011,4,1
170290,2011,4,1
170380,2011,4,2
170388,2011,4,1
170550,2011,4,2
170710,2011,4,1
170770,2011,4,1
170950,2011,4,1
171180,2011,4,1
171320,2011,4,2
171610,2011,4,3
171670,2011,4,2
171820,2011,4,2
171850,2011,4,2
171855,2011,4,1
171886,2011,4,1
171889,2011,4,1
172000,2011,4,1
172100,2011,4,2
172130,2011,4,1
210060,2011,4,1
210125,2011,4,1
210160,2011,4,2
210170,2011,4,1
210200,2011,4,1
210300,2011,4,4
210320,2011,4,2
210330,2011,4,2
210340,2011,4,2
210530,2011,4,2
210540,2011,4,2
210550,2011,4,1
210675,2011,4,2
210750,2011,4,1
210820,2011,4,1
210900,2011,4,2
210910,2011,4,2
210950,2011,4,1
210960,2011,4,1
211027,2011,4,1
211060,2011,4,1
211120,2011,4,1
211130,2011,4,1
211150,2011,4,1
211220,2011,4,1
211270,2011,4,1
220040,2011,4,1
220120,2011,4,2
220173,2011,4,1
220209,2011,4,1
220340,2011,4,1
220620,2011,4,2
220850,2011,4,1
220855,2011,4,1
220935,2011,4,1
221050,2011,4,1
221100,2011,4,1
230185,2011,4,1
230200,2011,4,1
230230,2011,4,1
230250,2011,4,1
230280,2011,4,1
230370,2011,4,4
230423,2011,4,1
230440,2011,4,22
230460,2011,4,1
230470,2011,4,3
230530,2011,4,1
230540,2011,4,2
230590,2011,4,1
230625,2011,4,1
230690,2011,4,1
230765,2011,4,1
230770,2011,4,1
230830,2011,4,1
230970,2011,4,1
231220,2011,4,1
231290,2011,4,6
231320,2011,4,1
231330,2011,4,1
240020,2011,4,2
240250,2011,4,1
240325,2011,4,3
240430,2011,4,1
240485,2011,4,1
240710,2011,4,1
240720,2011,4,1
240800,2011,4,3
240810,2011,4,2
240895,2011,4,1
241200,2011,4,1
241220,2011,4,1
241280,2011,4,1
250250,2011,4,1
250370,2011,4,2
250905,2011,4,1
260050,2011,4,1
260620,2011,4,1
260875,2011,4,1
270070,2011,4,1
270255,2011,4,1
270290,2011,4,1
270450,2011,4,1
280030,2011,4,3
280480,2011,4,2
290115,2011,4,1
290300,2011,4,1
290350,2011,4,1
290475,2011,4,1
290485,2011,4,2
290620,2011,4,2
291170,2011,4,2
291290,2011,4,1
291310,2011,4,1
291460,2011,4,2
291720,2011,4,2
291800,2011,4,3
292320,2011,4,1
292560,2011,4,1
292595,2011,4,1
292730,2011,4,5
292740,2011,4,1
292800,2011,4,1
292990,2011,4,1
293080,2011,4,1
293105,2011,4,1
293240,2011,4,1
310110,2011,4,2
310340,2011,4,1
310620,2011,4,8
310650,2011,4,1
311860,2011,4,2
312090,2011,4,1
312770,2011,4,2
312980,2011,4,1
313120,2011,4,2
313250,2011,4,1
313330,2011,4,1
313505,2011,4,1
313510,2011,4,1
314015,2011,4,1
314700,2011,4,3
314710,2011,4,1
315220,2011,4,1
315320,2011,4,2
315430,2011,4,2
315460,2011,4,2
315670,2011,4,1
315780,2011,4,2
316720,2011,4,1
317040,2011,4,3
350210,2011,4,1
350600,2011,4,4
350650,2011,4,1
351440,2011,4,1
351600,2011,4,2
352600,2011,4,2
353490,2011,4,1
354510,2011,4,1
354930,2011,4,1
355030,2011,4,2
500110,2011,4,1
500270,2011,4,11
500320,2011,4,1
500325,2011,4,1
500330,2011,4,4
500560,2011,4,1
500640,2011,4,1
500660,2011,4,1
500740,2011,4,1
500790,2011,4,1
500830,2011,4,1
510020,2011,4,1
510350,2011,4,1
510700,2011,4,1
510760,2011,4,3
520890,2011,4,2
140070,2011,5,1
150010,2011,5,3
150020,2011,5,2
150120,2011,5,1
150130,2011,5,1
150140,2011,5,1
150190,2011,5,2
150210,2011,5,5
150270,2011,5,1
150275,2011,5,3
150307,2011,5,1
150330,2011,5,6
150460,2011,5,1
150520,2011,5,2
150550,2011,5,1
150630,2011,5,1
150680,2011,5,3
150720,2011,5,1
150745,2011,5,1
150760,2011,5,2
150800,2011,5,4
170030,2011,5,1
170210,2011,5,24
170215,2011,5,1
170220,2011,5,3
170255,2011,5,1
170550,2011,5,4
170650,2011,5,1
171360,2011,5,1
171488,2011,5,1
171610,2011,5,3
171670,2011,5,1
171820,2011,5,4
171850,2011,5,1
171880,2011,5,1
171886,2011,5,3
172100,2011,5,5
172208,2011,5,1
210005,2011,5,2
210043,2011,5,1
210060,2011,5,1
210125,2011,5,2
210160,2011,5,5
210230,2011,5,1
210300,2011,5,3
210320,2011,5,1
210330,2011,5,3
210340,2011,5,1
210350,2011,5,1
210405,2011,5,1
210450,2011,5,1
210455,2011,5,1
210480,2011,5,1
210530,2011,5,2
210560,2011,5,1
210660,2011,5,1
210810,2011,5,1
210880,2011,5,1
210900,2011,5,3
210950,2011,5,1
210960,2011,5,1
211120,2011,5,1
211130,2011,5,3
211150,2011,5,2
211220,2011,5,1
220120,2011,5,1
220190,2011,5,1
220270,2011,5,1
220370,2011,5,2
220415,2011,5,1
220620,2011,5,2
220770,2011,5,2
220800,2011,5,1
221060,2011,5,1
221100,2011,5,9
230030,2011,5,1
230130,2011,5,1
230250,2011,5,3
230280,2011,5,2
230350,2011,5,1
230370,2011,5,2
230420,2011,5,1
230435,2011,5,1
230440,2011,5,31
230470,2011,5,2
230580,2011,5,1
230640,2011,5,1
230730,2011,5,1
230765,2011,5,3
230770,2011,5,2
230800,2011,5,2
230840,2011,5,2
230930,2011,5,1
230960,2011,5,2
230970,2011,5,1
231100,2011,5,1
231130,2011,5,1
231260,2011,5,2
231290,2011,5,6
231335,2011,5,1
240580,2011,5,1
240810,2011,5,1
241220,2011,5,1
250750,2011,5,1
251130,2011,5,1
251620,2011,5,2
260180,2011,5,1
260210,2011,5,1
260490,2011,5,1
260720,2011,5,1
260875,2011,5,1
260980,2011,5,1
261040,2011,5,1
261100,2011,5,1
261110,2011,5,1
261500,2011,5,1
261540,2011,5,1
261618,2011,5,1
270800,2011,5,1
280030,2011,5,4
280670,2011,5,1
290115,2011,5,1
290475,2011,5,1
290530,2011,5,1
290570,2011,5,1
290600,2011,5,1
290620,2011,5,3
291080,2011,5,1
291170,2011,5,1
291310,2011,5,1
291330,2011,5,1
291380,2011,5,1
291460,2011,5,1
291470,2011,5,1
291800,2011,5,2
292320,2011,5,1
292700,2011,5,1
292740,2011,5,1
292880,2011,5,1
292975,2011,5,1
293020,2011,5,1
293240,2011,5,1
310170,2011,5,2
310620,2011,5,7
310670,2011,5,2
311000,2011,5,1
311860,2011,5,1
312160,2011,5,1
312430,2011,5,1
312780,2011,5,1
313120,2011,5,3
313380,2011,5,1
313510,2011,5,1
313600,2011,5,1
313630,2011,5,1
313652,2011,5,1
314070,2011,5,1
314180,2011,5,2
314330,2011,5,2
314700,2011,5,4
314710,2011,5,1
315280,2011,5,1
315320,2011,5,1
315460,2011,5,4
315780,2011,5,1
316295,2011,5,1
316650,2011,5,1
316720,2011,5,1
317040,2011,5,3
317120,2011,5,2
320400,2011,5,1
350010,2011,5,2
350210,2011,5,1
350280,2011,5,1
350410,2011,5,1
350600,2011,5,3
350650,2011,5,2
350950,2011,5,1
351440,2011,5,2
351600,2011,5,1
352160,2011,5,2
352520,2011,5,1
353010,2011,5,1
353950,2011,5,1
354340,2011,5,1
354580,2011,5,1
354660,2011,5,1
355030,2011,5,1
355510,2011,5,1
355710,2011,5,1
431320,2011,5,1
500210,2011,5,1
500270,2011,5,11
500320,2011,5,2
500330,2011,5,2
500500,2011,5,2
500540,2011,5,1
500740,2011,5,4
500800,2011,5,1
500830,2011,5,2
510030,2011,5,1
510340,2011,5,1
510642,2011,5,1
510700,2011,5,1
510760,2011,5,1
520110,2011,5,1
520490,2011,5,1
520870,2011,5,1
521730,2011,5,1
140002,2011,6,1
140040,2011,6,1
140047,2011,6,1
150010,2011,6,4
150020,2011,6,3
150095,2011,6,1
150120,2011,6,1
150130,2011,6,3
150140,2011,6,1
150180,2011,6,1
150190,2011,6,2
150210,2011,6,2
150230,2011,6,1
150270,2011,6,7
150307,2011,6,1
150330,2011,6,4
150405,2011,6,1
150470,2011,6,1
150520,2011,6,1
150630,2011,6,3
150658,2011,6,1
150720,2011,6,1
150745,2011,6,1
150795,2011,6,1
150800,2011,6,2
170100,2011,6,1
170130,2011,6,1
170190,2011,6,2
170210,2011,6,21
170220,2011,6,1
170230,2011,6,1
170255,2011,6,1
170384,2011,6,1
170388,2011,6,3
170389,2011,6,1
170550,2011,6,1
170650,2011,6,1
170830,2011,6,3
170930,2011,6,1
171110,2011,6,1
171180,2011,6,1
171195,2011,6,1
171610,2011,6,1
171670,2011,6,1
171700,2011,6,1
171820,2011,6,1
171886,2011,6,1
172000,2011,6,1
172065,2011,6,1
172100,2011,6,5
172120,2011,6,1
172208,2011,6,2
210030,2011,6,1
210043,2011,6,1
210060,2011,6,3
210080,2011,6,1
210140,2011,6,2
210160,2011,6,4
210300,2011,6,6
210320,2011,6,3
210330,2011,6,1
210340,2011,6,4
210360,2011,6,1
210380,2011,6,1
210455,2011,6,1
210480,2011,6,2
210530,2011,6,4
210540,2011,6,1
210550,2011,6,2
210596,2011,6,1
210635,2011,6,1
210700,2011,6,1
210750,2011,6,1
210900,2011,6,1
211027,2011,6,1
211030,2011,6,1
211120,2011,6,1
211130,2011,6,5
211140,2011,6,1
211150,2011,6,1
211210,2011,6,1
211220,2011,6,6
220220,2011,6,1
220545,2011,6,1
220620,2011,6,2
220680,2011,6,1
220770,2011,6,1
220790,2011,6,1
220840,2011,6,1
220930,2011,6,1
221100,2011,6,10
221130,2011,6,1
230030,2011,6,1
230050,2011,6,1
230125,2011,6,1
230260,2011,6,1
230280,2011,6,1
230370,2011,6,3
230393,2011,6,1
230400,2011,6,2
230410,2011,6,1
230420,2011,6,2
230440,2011,6,26
230450,2011,6,1
230460,2011,6,1
230470,2011,6,1
230495,2011,6,1
230590,2011,6,3
230640,2011,6,1
230730,2011,6,1
230765,2011,6,4
230970,2011,6,1
231170,2011,6,1
231290,2011,6,1
231320,2011,6,1
231335,2011,6,1
231395,2011,6,1
240325,2011,6,1
240360,2011,6,2
240430,2011,6,1
240800,2011,6,5
240810,2011,6,4
250370,2011,6,1
250440,2011,6,1
250460,2011,6,1
251190,2011,6,2
260050,2011,6,1
260080,2011,6,1
260500,2011,6,1
260875,2011,6,1
261110,2011,6,1
261570,2011,6,1
270470,2011,6,1
270860,2011,6,1
280030,2011,6,2
280230,2011,6,1
280320,2011,6,1
280540,2011,6,1
280720,2011,6,1
290210,2011,6,1
290320,2011,6,1
290485,2011,6,1
290510,2011,6,1
290790,2011,6,1
291080,2011,6,2
291170,2011,6,2
291200,2011,6,1
291340,2011,6,1
291460,2011,6,2
291650,2011,6,1
291720,2011,6,1
291750,2011,6,1
291810,2011,6,1
291915,2011,6,1
292150,2011,6,1
292170,2011,6,1
292340,2011,6,1
292350,2011,6,1
292610,2011,6,1
292700,2011,6,1
292730,2011,6,5
292740,2011,6,1
292870,2011,6,1
293190,2011,6,1
310170,2011,6,1
310340,2011,6,1
310620,2011,6,4
310650,2011,6,1
310730,2011,6,1
311510,2011,6,1
311840,2011,6,1
311860,2011,6,1
312700,2011,6,1
312737,2011,6,1
312980,2011,6,3
313120,2011,6,1
313600,2011,6,1
313630,2011,6,1
314700,2011,6,1
315460,2011,6,2
315670,2011,6,1
317080,2011,6,1
350600,2011,6,3
350650,2011,6,4
355030,2011,6,2
355230,2011,6,1
500270,2011,6,15
500320,2011,6,1
500330,2011,6,4
500560,2011,6,1
500740,2011,6,2
500769,2011,6,1
500800,2011,6,1
500830,2011,6,1
510340,2011,6,1
520870,2011,6,2
521730,2011,6,1
530010,2011,6,1
140070,2011,7,1
150010,2011,7,1
150020,2011,7,2
150178,2011,7,1
150190,2011,7,1
150270,2011,7,3
150293,2011,7,1
150307,2011,7,1
150330,2011,7,3
150400,2011,7,1
150520,2011,7,2
150630,2011,7,2
150720,2011,7,4
150730,2011,7,1
150795,2011,7,2
150800,2011,7,3
170210,2011,7,16
170220,2011,7,1
170305,2011,7,1
170560,2011,7,1
170770,2011,7,1
171180,2011,7,1
171320,2011,7,2
171360,2011,7,1
171610,2011,7,2
171630,2011,7,1
171650,2011,7,1
171670,2011,7,2
171820,2011,7,2
172100,2011,7,3
172110,2011,7,1
172120,2011,7,1
210005,2011,7,2
210030,2011,7,1
210060,2011,7,1
210095,2011,7,1
210120,2011,7,2
210140,2011,7,1
210160,2011,7,2
210170,2011,7,1
210210,2011,7,1
210280,2011,7,1
210300,2011,7,4
210330,2011,7,6
210380,2011,7,1
210409,2011,7,1
210450,2011,7,1
210460,2011,7,1
210480,2011,7,1
210530,2011,7,9
210540,2011,7,1
210750,2011,7,1
210820,2011,7,2
210950,2011,7,2
210955,2011,7,1
210970,2011,7,1
210990,2011,7,1
211120,2011,7,2
211125,2011,7,1
211130,2011,7,3
211140,2011,7,1
211150,2011,7,3
211210,2011,7,1
220020,2011,7,1
220191,2011,7,1
220420,2011,7,1
220510,2011,7,1
220550,2011,7,1
220552,2011,7,1
220620,2011,7,4
220750,2011,7,1
220770,2011,7,2
221100,2011,7,6
230125,2011,7,1
230130,2011,7,1
230260,2011,7,1
230280,2011,7,2
230350,2011,7,1
230370,2011,7,4
230410,2011,7,1
230420,2011,7,1
230428,2011,7,1
230435,2011,7,1
230440,2011,7,26
230450,2011,7,1
230460,2011,7,1
230520,2011,7,1
230523,2011,7,1
230580,2011,7,1
230590,2011,7,1
230730,2011,7,1
230830,2011,7,1
230930,2011,7,2
230990,2011,7,1
231030,2011,7,1
231130,2011,7,1
231180,2011,7,2
231210,2011,7,1
231290,2011,7,5
231310,2011,7,1
231340,2011,7,1
231410,2011,7,2
240020,2011,7,1
240325,2011,7,1
240430,2011,7,1
240800,2011,7,2
240810,2011,7,4
240820,2011,7,2
250180,2011,7,1
250750,2011,7,1
251620,2011,7,3
260050,2011,7,1
260160,2011,7,1
260690,2011,7,1
261160,2011,7,1
261220,2011,7,1
261260,2011,7,1
261310,2011,7,1
261390,2011,7,1
261430,2011,7,1
261630,2011,7,1
270255,2011,7,1
270670,2011,7,1
280030,2011,7,1
280350,2011,7,1
280550,2011,7,1
290210,2011,7,1
290270,2011,7,1
290323,2011,7,3
290410,2011,7,1
290485,2011,7,1
290530,2011,7,1
290570,2011,7,2
290600,2011,7,1
290990,2011,7,1
291070,2011,7,1
291080,2011,7,1
291170,2011,7,2
291300,2011,7,1
291340,2011,7,1
291380,2011,7,1
291460,2011,7,1
291535,2011,7,1
291750,2011,7,2
291800,2011,7,1
291840,2011,7,1
291850,2011,7,1
291980,2011,7,1
292300,2011,7,1
292340,2011,7,1
292360,2011,7,1
292700,2011,7,1
292730,2011,7,4
292740,2011,7,1
292810,2011,7,1
292980,2011,7,1
293190,2011,7,1
293240,2011,7,1
310020,2011,7,1
310170,2011,7,1
310620,2011,7,8
310650,2011,7,1
310670,2011,7,3
311840,2011,7,1
311860,2011,7,1
312770,2011,7,2
313010,2011,7,2
313120,2011,7,2
313510,2011,7,1
314370,2011,7,1
314530,2011,7,1
314700,2011,7,2
314710,2011,7,1
315460,2011,7,1
316950,2011,7,1
317010,2011,7,1
317040,2011,7,2
317052,2011,7,1
350010,2011,7,1
350280,2011,7,1
350580,2011,7,3
350600,2011,7,2
350650,2011,7,2
351500,2011,7,1
352160,2011,7,2
353030,2011,7,1
353460,2011,7,1
353730,2011,7,1
355510,2011,7,1
432240,2011,7,1
500110,2011,7,2
500270,2011,7,12
500330,2011,7,4
500640,2011,7,1
500740,2011,7,3
510170,2011,7,1
510760,2011,7,1
520790,2011,7,1
530010,2011,7,1
140010,2011,8,1
140070,2011,8,1
150020,2011,8,3
150080,2011,8,1
150095,2011,8,1
150120,2011,8,1
150130,2011,8,8
150190,2011,8,3
150210,2011,8,3
150230,2011,8,1
150270,2011,8,2
150275,2011,8,1
150307,2011,8,1
150405,2011,8,1
150420,2011,8,1
150442,2011,8,1
150470,2011,8,1
150520,2011,8,2
150548,2011,8,1
150630,2011,8,1
150720,2011,8,2
150800,2011,8,2
170100,2011,8,3
170190,2011,8,1
170210,2011,8,18
170215,2011,8,1
170220,2011,8,3
170550,2011,8,5
170560,2011,8,1
170700,2011,8,1
170740,2011,8,1
170770,2011,8,2
171245,2011,8,1
171320,2011,8,2
171610,2011,8,1
171670,2011,8,1
171820,2011,8,3
171886,2011,8,1
172065,2011,8,1
172100,2011,8,3
172120,2011,8,1
172208,2011,8,1
210005,2011,8,3
210043,2011,8,1
210140,2011,8,2
210160,2011,8,3
210230,2011,8,1
210270,2011,8,1
210300,2011,8,2
210320,2011,8,1
210330,2011,8,4
210340,2011,8,2
210405,2011,8,4
210455,2011,8,2
210480,2011,8,2
210530,2011,8,4
210550,2011,8,2
210570,2011,8,1
210660,2011,8,3
210663,2011,8,1
210720,2011,8,1
210820,2011,8,1
210845,2011,8,1
210880,2011,8,1
210900,2011,8,1
210960,2011,8,1
210990,2011,8,1
211105,2011,8,1
211120,2011,8,1
211130,2011,8,2
211140,2011,8,1
211150,2011,8,1
211220,2011,8,3
211250,2011,8,1
220120,2011,8,2
220390,2011,8,1
220557,2011,8,1
220620,2011,8,1
220640,2011,8,1
220720,2011,8,1
220770,2011,8,2
220800,2011,8,2
220840,2011,8,1
220860,2011,8,1
221038,2011,8,1
221040,2011,8,1
221060,2011,8,1
221100,2011,8,7
221130,2011,8,1
230100,2011,8,1
230185,2011,8,1
230280,2011,8,1
230370,2011,8,1
230400,2011,8,1
230410,2011,8,1
230440,2011,8,25
230465,2011,8,1
230470,2011,8,4
230560,2011,8,1
230610,2011,8,1
230630,2011,8,1
230765,2011,8,2
230810,2011,8,1
230840,2011,8,1
230960,2011,8,1
231240,2011,8,1
231290,2011,8,9
231340,2011,8,1
240020,2011,8,1
240260,2011,8,1
240325,2011,8,1
240800,2011,8,1
250370,2011,8,1
251370,2011,8,1
260290,2011,8,1
260410,2011,8,2
260640,2011,8,1
260875,2011,8,1
261110,2011,8,1
261300,2011,8,1
261540,2011,8,1
261640,2011,8,2
270120,2011,8,1
270640,2011,8,1
270710,2011,8,1
280030,2011,8,6
280480,2011,8,2
280520,2011,8,1
280740,2011,8,1
290210,2011,8,1
290323,2011,8,1
290485,2011,8,1
290500,2011,8,1
290570,2011,8,1
290720,2011,8,1
290850,2011,8,1
290960,2011,8,1
291080,2011,8,1
291170,2011,8,4
291190,2011,8,1
291240,2011,8,1
291310,2011,8,1
291320,2011,8,1
291780,2011,8,1
291800,2011,8,1
291920,2011,8,1
292170,2011,8,1
292700,2011,8,2
292730,2011,8,3
292740,2011,8,2
292880,2011,8,1
292990,2011,8,1
293020,2011,8,2
293030,2011,8,1
293105,2011,8,1
310110,2011,8,1
310340,2011,8,2
310510,2011,8,1
310620,2011,8,8
310900,2011,8,2
310920,2011,8,1
311860,2011,8,2
311910,2011,8,1
312030,2011,8,1
312770,2011,8,3
313120,2011,8,2
313190,2011,8,1
313630,2011,8,1
313680,2011,8,1
314330,2011,8,1
314700,2011,8,3
315140,2011,8,1
315220,2011,8,1
315460,2011,8,2
315670,2011,8,1
315780,2011,8,1
316245,2011,8,1
316970,2011,8,1
317020,2011,8,1
317040,2011,8,2
350580,2011,8,1
350600,2011,8,4
350640,2011,8,1
350650,2011,8,1
351440,2011,8,1
351570,2011,8,1
352080,2011,8,1
352115,2011,8,1
352500,2011,8,1
352710,2011,8,1
353600,2011,8,1
353730,2011,8,1
354830,2011,8,1
354930,2011,8,2
355030,2011,8,1
355280,2011,8,1
420890,2011,8,1
500110,2011,8,1
500270,2011,8,15
500320,2011,8,1
500330,2011,8,1
500710,2011,8,1
500740,2011,8,3
500800,2011,8,1
500830,2011,8,1
510180,2011,8,1
510760,2011,8,4
520110,2011,8,1
521880,2011,8,1
530010,2011,8,2
140045,2011,9,1
150020,2011,9,2
150120,2011,9,2
150130,2011,9,4
150140,2011,9,1
150178,2011,9,1
150210,2011,9,5
150215,2011,9,2
150270,2011,9,3
150330,2011,9,3
150405,2011,9,1
150420,2011,9,1
150460,2011,9,1
150470,2011,9,1
150520,2011,9,1
150630,2011,9,1
150680,2011,9,1
150720,2011,9,3
150800,2011,9,1
170100,2011,9,3
170130,2011,9,1
170190,2011,9,2
170210,2011,9,13
170220,2011,9,2
170300,2011,9,1
170305,2011,9,1
170382,2011,9,1
170550,2011,9,1
170770,2011,9,1
170900,2011,9,1
171320,2011,9,3
171488,2011,9,1
171610,2011,9,1
171620,2011,9,1
171670,2011,9,3
171820,2011,9,3
171830,2011,9,1
171880,2011,9,1
171886,2011,9,1
172030,2011,9,1
172100,2011,9,2
210005,2011,9,1
210030,2011,9,2
210060,2011,9,1
210130,2011,9,1
210160,2011,9,3
210215,2011,9,1
210300,2011,9,2
210320,2011,9,1
210330,2011,9,3
210340,2011,9,1
210360,2011,9,1
210480,2011,9,4
210530,2011,9,2
210540,2011,9,4
210600,2011,9,1
210660,2011,9,6
210820,2011,9,1
210900,2011,9,2
210945,2011,9,1
210950,2011,9,1
210955,2011,9,1
210960,2011,9,1
211130,2011,9,2
211150,2011,9,5
211220,2011,9,2
220095,2011,9,1
220120,2011,9,1
220140,2011,9,1
220150,2011,9,1
220200,2011,9,1
220390,2011,9,1
220620,2011,9,2
220680,2011,9,1
220790,2011,9,2
220855,2011,9,1
221050,2011,9,1
221060,2011,9,1
221100,2011,9,6
221110,2011,9,1
230140,2011,9,1
230195,2011,9,1
230250,2011,9,1
230330,2011,9,1
230370,2011,9,2
230393,2011,9,1
230440,2011,9,14
230470,2011,9,1
230580,2011,9,1
230590,2011,9,1
230600,2011,9,1
230630,2011,9,1
230730,2011,9,2
230765,2011,9,1
230780,2011,9,1
230830,2011,9,2
230870,2011,9,1
230920,2011,9,2
230930,2011,9,1
231030,2011,9,1
231126,2011,9,1
231210,2011,9,1
231230,2011,9,1
231290,2011,9,3
231320,2011,9,1
231395,2011,9,1
240220,2011,9,2
240800,2011,9,2
240810,2011,9,3
240910,2011,9,1
241440,2011,9,1
250070,2011,9,1
250110,2011,9,1
251450,2011,9,1
260720,2011,9,1
261260,2011,9,1
261470,2011,9,1
270060,2011,9,1
270070,2011,9,1
270430,2011,9,1
270800,2011,9,1
280030,2011,9,1
280460,2011,9,1
280480,2011,9,1
280560,2011,9,1
280630,2011,9,1
280670,2011,9,2
290210,2011,9,1
290280,2011,9,1
290323,2011,9,1
290410,2011,9,1
290600,2011,9,1
290720,2011,9,1
290860,2011,9,1
291070,2011,9,1
291080,2011,9,2
291170,2011,9,2
291470,2011,9,1
291500,2011,9,1
291800,2011,9,2
292045,2011,9,1
292050,2011,9,1
292580,2011,9,1
292640,2011,9,1
292700,2011,9,1
292905,2011,9,1
293070,2011,9,1
293080,2011,9,1
293110,2011,9,1
293230,2011,9,1
310340,2011,9,1
310620,2011,9,7
310650,2011,9,2
311370,2011,9,1
311840,2011,9,2
311860,2011,9,4
312090,2011,9,1
312230,2011,9,1
312670,2011,9,1
312770,2011,9,3
312980,2011,9,4
313120,2011,9,1
313470,2011,9,1
313510,2011,9,1
313630,2011,9,1
313940,2011,9,1
314085,2011,9,1
314330,2011,9,3
314610,2011,9,2
314700,2011,9,4
315460,2011,9,1
315670,2011,9,2
315780,2011,9,1
330630,2011,9,1
350010,2011,9,1
350210,2011,9,1
350600,2011,9,5
350650,2011,9,4
351440,2011,9,1
351780,2011,9,1
351880,2011,9,1
352470,2011,9,1
353480,2011,9,1
353730,2011,9,1
354440,2011,9,1
354930,2011,9,1
354980,2011,9,1
355710,2011,9,1
500110,2011,9,1
500220,2011,9,1
500270,2011,9,16
500460,2011,9,1
500560,2011,9,1
500710,2011,9,1
500720,2011,9,1
500740,2011,9,3
510030,2011,9,1
510340,2011,9,1
510480,2011,9,1
510760,2011,9,6
520030,2011,9,1
520549,2011,9,2
130160,2011,10,1
150010,2011,10,2
150020,2011,10,1
150130,2011,10,2
150210,2011,10,3
150270,2011,10,5
150460,2011,10,1
150520,2011,10,2
150550,2011,10,1
150720,2011,10,1
150790,2011,10,1
150800,2011,10,3
150810,2011,10,1
170100,2011,10,2
170210,2011,10,4
170220,2011,10,2
170380,2011,10,1
170510,2011,10,1
170550,2011,10,2
170610,2011,10,1
170650,2011,10,1
170700,2011,10,2
171320,2011,10,2
171570,2011,10,1
171610,2011,10,1
171670,2011,10,3
171820,2011,10,1
171886,2011,10,1
171888,2011,10,1
172100,2011,10,3
172208,2011,10,1
210005,2011,10,2
210120,2011,10,1
210125,2011,10,1
210330,2011,10,2
210340,2011,10,1
210405,2011,10,1
210450,2011,10,1
210480,2011,10,1
210530,2011,10,2
210540,2011,10,1
210550,2011,10,1
210660,2011,10,1
210700,2011,10,1
210880,2011,10,1
210900,2011,10,2
